content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,tokens,clean_text,polarity_clean,sentiment_clean
Super nyaman belanja di superindo. ga perlu goreng atau bakar sendiri.. semua sudah di fasilitasi.. bumbu nya juga enak. sangat recomended.. apalagi Promo JSM nya..Mantul.. harga minyak dan telur sangat bisa di andelin.. paling murah di kelasnya... sayur nya pun juga segar ga kalah dr pasar.. Trimakasih superindo yang sudah hadir dekat rumah.. Sukses Selalu.. semoga semakin mengerti para ibu2 dan semakin menginspirasi dwngan menu dan resep2 terbarunya.. terutama untuk bekal anak2 sekolah.,5,0.3333333333333333,0.6666666666666666,Positive,"['super', 'nyaman', 'belanja', 'goreng', 'bakar', 'fasilitas', 'bumbu', 'enak', 'recomended', 'promo', 'jsm', 'mantul', 'harga', 'minyak', 'telur', 'andelin', 'murah', 'kelas', 'sayur', 'segar', 'kalah', 'dr', 'pasar', 'trimakasih', 'hadir', 'rumah', 'sukses', 'moga', 'erti', 'inspirasi', 'dwngan', 'menu', 'resep', 'baru', 'bekal', 'anak', 'sekolah']",nyaman goreng bakar fasilitas bumbu enak recomended jsm mantul minyak telur murah kelas sayur segar kalah dr pasar trimakasih hadir rumah sukses moga erti inspirasi menu resep baru anak sekolah,0.0,Neutral
"Maaf min satu dlu , soal nya nih apk susah bgt buat di buka",1,0.0,0.0,Negative,"['maaf', 'min', 'dlu', 'nih', 'apk', 'susah', 'banget', 'buka']",maaf min dlu nih apk susah,0.0,Neutral
Promo yg selalu menarik..JayaLancar Superindo,5,0.0,0.0,Positive,"['promo', 'tarik', 'jayalancar']",tarik,0.0,Neutral
Bagusan aplikasi alfagift. Apaan untuk log in aja gak bisa ni apk. Pprrrfffff,1,0.0,0.0,Negative,"['bagus', 'alfagift', 'log', 'in', 'ni', 'apk', 'pprrrfffff']",alfagift log in ni apk,0.0,Neutral
"Superindo memang terbaik👍..menyediakan berbagai macam product lengkap, berkualitas dan fresh.",5,0.3,0.5,Positive,"['baik', 'sedia', 'product', 'lengkap', 'kualitas', 'fresh']",baik sedia product lengkap kualitas fresh,0.3,Positive
Sangat memuaskan,5,0.0,0.0,Positive,['muas'],muas,0.0,Neutral
Bingung cari harga. Nggak kaya alfagift/ klik Indomaret,1,0.0,0.0,Negative,"['bingung', 'cari', 'harga', 'nggak', 'kaya', 'alfagift', 'klik', 'indomaret']",bingung cari nggak kaya alfagift klik indomaret,0.0,Neutral
Informasi yang aktual,5,0.0,0.0,Positive,"['informasi', 'aktual']",informasi,0.0,Neutral
Kacau aplikasi EROR.... Kalau nggak niat kasih aplikasi katalog ya nggak usah di adakan PHP 🥱🗿,1,0.0,0.0,Negative,"['kacau', 'eror', 'nggak', 'niat', 'kasih', 'katalog', 'nggak', 'adakan', 'php']",kacau eror nggak niat kasih katalog nggak adakan php,0.0,Neutral
"Aplikasinya membantu buat ngecek promoan 😍 dan banyak juga benefit buat member, yang biasa belanja ke superindo, aplikasi ini worth it banget, cobain deeh",5,0.3,0.1,Positive,"['aplikasi', 'bantu', 'ngecek', 'promoan', 'benefit', 'member', 'belanja', 'worth', 'it', 'banget', 'cobain', 'deeh']",aplikasi bantu ngecek promoan benefit member worth it cobain,0.3,Positive
Nyesel Download Aplikasinya Kirain Bisa Buat Belanja Kayak Alfa gift,1,0.0,0.0,Negative,"['nyesel', 'download', 'aplikasi', 'kirain', 'belanja', 'kayak', 'alfa', 'gift']",nyesel download aplikasi kirain kayak alfa gift,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
Good app,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
gk bisa dibuka,1,0.0,0.0,Negative,['buka'],,0.0,Neutral
"Ruwet minta diperbarui terus,klo bikin kyk gini ojok ruwet",2,0.0,0.0,Negative,"['ruwet', 'baru', 'klo', 'bikin', 'kyk', 'gin', 'ojok', 'ruwet']",ruwet baru klo bikin kyk gin ruwet,0.0,Neutral
"Harga keluarga, barang kualitas, puas pokoknya klau belanja ke superindo, banyak program discon juga love my superindo",5,0.5,0.6,Positive,"['harga', 'keluarga', 'barang', 'kualitas', 'puas', 'pokok', 'klau', 'belanja', 'program', 'discon', 'love', 'my']",keluarga kualitas puas pokok klau program discon love my,0.5,Positive
Mudah belanjanya setiap ada promo ga dibikin ribet beda dg yang lain,5,0.0,0.0,Positive,"['mudah', 'belanja', 'promo', 'bikin', 'ribet', 'beda', 'dg']",mudah bikin ribet beda dg,0.0,Neutral
"Jelek bangetttttt, gaaada point atau cashback nyaa",1,0.0,0.0,Negative,"['jelek', 'bangetttttt', 'gaaada', 'point', 'cashback', 'nyaa']",jelek point cashback nyaa,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
Naiseu,5,0.0,0.0,Positive,['naiseu'],,0.0,Neutral
"Selalu puas belanja disini . Harganya menariik. Untuk promo promo nya selalu bikinn customer senang. Barang""nya bagus dan berkualitas",5,0.0,0.0,Positive,"['puas', 'belanja', 'harga', 'menariik', 'promo', 'promo', 'bikinn', 'customer', 'senang', 'barang', 'bagus', 'kualitas']",puas customer senang kualitas,0.0,Neutral
Ini aplikasi keseringan suruh update kadang jadi males kalo mau belanja di SI biarpun disk membernya lumayan,3,0.0,0.0,Neutral,"['sering', 'suruh', 'kadang', 'males', 'belanja', 'si', 'biarpun', 'disk', 'membernya', 'lumayan']",sering suruh kadang males si disk membernya lumayan,0.0,Neutral
Terlalu sering dimintai update,3,0.0,0.0,Neutral,[],,0.0,Neutral
"Klik menu segarnya hemat atau yg lain kok selalu menu love your car yg muncul? Apa emang gk bs buat belanja ya? Liat katalog aja?? Aplikasi cacat ni kyknya gk bs di pk, benerin lg deh kyk punya IM, gampang digunakan gk seribet ini",1,0.5,0.6,Negative,"['klik', 'menu', 'segar', 'hemat', 'menu', 'love', 'your', 'car', 'muncul', 'emang', 'belanja', 'liat', 'katalog', 'cacat', 'ni', 'kyknya', 'pk', 'benerin', 'kyk', 'im', 'gampang', 'seribet']",klik menu segar hemat menu love your muncul emang liat katalog cacat ni kyknya pk benerin kyk gampang seribet,0.5,Positive
Pokoknya belanja di superindo puas deh 👍👍,5,0.0,0.0,Positive,"['pokok', 'belanja', 'puas']",pokok puas,0.0,Neutral
Belanja di Superindo lengkap gampang dan bnyk diskon klo pakai member👍🏼,5,0.0,0.0,Positive,"['belanja', 'lengkap', 'gampang', 'bnyk', 'diskon', 'klo', 'pakai', 'member']",lengkap gampang bnyk diskon klo pakai member,0.0,Neutral
Very good.,5,0.9099999999999999,0.7800000000000001,Positive,"['very', 'good']",very good,0.9099999999999999,Positive
Menyenangkan belanja di Superindo,5,0.0,0.0,Positive,"['senang', 'belanja']",senang,0.0,Neutral
Siplahhh,5,0.0,0.0,Positive,['siplahhh'],,0.0,Neutral
"Promo diskon harga masih kalah jauh jika dibandingkan dengan Naga Pasar Swalayan, Atau Hari-Hari",1,0.0,0.0,Negative,"['promo', 'diskon', 'harga', 'kalah', 'banding', 'naga', 'pasar', 'swalayan']",diskon kalah banding naga pasar swalayan,0.0,Neutral
Mendapat benefit oke,5,0.0,0.0,Positive,"['benefit', 'oke']",benefit oke,0.0,Neutral
Promonya banyak aplikasinya sangat membantu,5,0.0,0.0,Positive,"['promonya', 'aplikasi', 'bantu']",promonya aplikasi bantu,0.0,Neutral
Gaje luuu update muluu. Sempakkkk,1,0.0,0.0,Negative,"['gaje', 'luuu', 'muluu', 'sempakkkk']",gaje,0.0,Neutral
baggusss,5,0.0,0.0,Positive,['baggusss'],,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
Mantap aplikasinya jaya trus super indo🥳🥳🥳,5,0.3333333333333333,0.6666666666666666,Positive,"['mantap', 'aplikasi', 'jaya', 'trus', 'super', 'indo']",mantap aplikasi jaya trus indo,0.0,Neutral
"Kenapa gambar katalog dan promo lainnya tidak ada tampilannya , cm tertulis tidak ada internet.. Update apk nya jg tdk ada perubahan.. Jika tidak diperbaiki juga.. Kasih bintang satu.. Jika bisa tidak. Ada bintang sm sekali..",2,0.0,0.0,Negative,"['gambar', 'katalog', 'promo', 'tampil', 'cm', 'tulis', 'internet', 'apk', 'ubah', 'baik', 'kasih', 'bintang', 'bintang', 'sm']",gambar katalog tampil cm tulis internet apk ubah baik kasih bintang bintang sm,0.0,Neutral
"Kacau ni aplikasi, loadingnya lama banget. Segala ketarangannya no internet lah. Aplikasi lain baik-baik saja. Kenapa aplikasi ini bermasalah sendirian kalau karena tidak ada internet. Lagian kuota masih banyak dan sinyal bagus kok. Terus diganti ke wifi juga sama aja. Tolong dibenerin dong. Masih ketarangannya no internet!",1,0.0,0.0,Negative,"['kacau', 'ni', 'loadingnya', 'banget', 'tarang', 'no', 'internet', 'masalah', 'internet', 'kuota', 'sinyal', 'bagus', 'ganti', 'wifi', 'tolong', 'dibenerin', 'tarang', 'no', 'internet']",kacau ni loadingnya tarang no internet masalah internet kuota sinyal ganti wifi tolong dibenerin tarang no internet,0.0,Neutral
"Belanja gak ribet, pelayanan okey",5,0.0,0.0,Positive,"['belanja', 'ribet', 'layan', 'okey']",ribet okey,0.0,Neutral
Lama banget loadingnya,1,0.0,0.0,Negative,"['banget', 'loadingnya']",loadingnya,0.0,Neutral
"Ini aplikasih gimana y loding y lama tetap gk bisa masuk, disuruh perbaharuii mulu tp tetap ajj gk bisa dipakai,, pas belanja gk bisa digunakan benja pakai nmr hp juga gk bisa dikasirnya tetap disuruh nunggu sampai app y bisa masuk... Fungsi y app member jadi y apa? Menuhin memori hp?",1,0.0,0.0,Negative,"['aplikasih', 'gimana', 'y', 'loding', 'y', 'masuk', 'suruh', 'perbaharuii', 'mulu', 'ajj', 'pakai', 'pas', 'belanja', 'benja', 'pakai', 'nmr', 'hp', 'kasir', 'suruh', 'nunggu', 'y', 'masuk', 'fungsi', 'y', 'member', 'y', 'menuhin', 'memori', 'hp']",aplikasih gimana y loding y masuk suruh perbaharuii mulu pakai pas pakai hp kasir suruh nunggu y masuk fungsi y member y menuhin memori hp,0.0,Neutral
Ribet harus terus menerus perbarui sistem member.di HP.,1,0.0,0.0,Negative,"['ribet', 'terus', 'baru', 'sistem', 'member', 'hp']",ribet terus baru sistem member hp,0.0,Neutral
Ok,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
"Setelah d upgrade aplikasi My superindo (MS) terbaru msh ga bisa2,memasukan ulang email dn passwaord msh jg ga bisa,jd pusing semua sdh d ikuti masih salah,tambah bikin ribet ...",2,0.0,0.0,Negative,"['d', 'upgrade', 'my', 'ms', 'baru', 'pasu', 'ulang', 'email', 'dn', 'passwaord', 'pusing', 'd', 'ikut', 'salah', 'bikin', 'ribet']",d upgrade my ms baru ulang email dn pusing d ikut salah bikin ribet,0.0,Neutral
"Udah di upgade malah disuruh masukin email ulang, tapi ga bisa masuk bilangnya sandi salah, mau daftar ulanh eh ga muncul2 tulisan, malah layar putih semua, ada yg sama ga ya?",1,0.0,0.0,Negative,"['udah', 'upgade', 'suruh', 'masukin', 'email', 'ulang', 'masuk', 'bilang', 'sandi', 'salah', 'daftar', 'ulanh', 'eh', 'muncul', 'tulis', 'layar', 'putih']",udah suruh masukin email ulang masuk bilang sandi salah daftar eh muncul tulis layar putih,0.0,Neutral
Very Good,5,0.9099999999999999,0.7800000000000001,Positive,"['very', 'good']",very good,0.9099999999999999,Positive
Dengan aplikasi ini jadi dapat diskon ekstra,4,0.0,0.0,Positive,"['diskon', 'ekstra']",diskon ekstra,0.0,Neutral
Siap,5,0.0,0.0,Positive,[],,0.0,Neutral
"Lumayan bnyk perubahan, memilih produck yg diinginkan men jadi lebih mudah",5,0.0,0.0,Positive,"['lumayan', 'bnyk', 'ubah', 'pilih', 'produck', 'men', 'mudah']",lumayan bnyk ubah pilih men mudah,0.0,Neutral
Setelah diperbaharui malah ga bisa buka aplikasi,4,0.0,0.0,Positive,"['baharu', 'buka']",baharu,0.0,Neutral
Lumayanlah dapat banyak discount,5,0.0,0.0,Positive,"['lumayan', 'discount']",lumayan discount,0.0,Neutral
"Enaknya, superindo dekat dari rumah. Jadi mudah kalau mau belanja, dan tidak banyak menyita waktu",5,0.0,0.0,Positive,"['enak', 'rumah', 'mudah', 'belanja', 'sita']",enak rumah mudah sita,0.0,Neutral
Lumayan,4,0.0,0.0,Positive,['lumayan'],lumayan,0.0,Neutral
Cara mudah mendapatkan informasi belanja online... pasti untung,5,0.0,0.0,Positive,"['mudah', 'informasi', 'belanja', 'online', 'untung']",mudah informasi online untung,0.0,Neutral
Top,5,0.5,0.5,Positive,['top'],top,0.5,Positive
Harapaku hy promo² trims,5,0.0,0.0,Positive,"['harapaku', 'hy', 'promo', 'trims']",hy trims,0.0,Neutral
Good joop,5,0.7,0.6000000000000001,Positive,"['good', 'joop']",good,0.7,Positive
L55 c ga a S ga LP,1,0.0,0.0,Negative,"['l', 'c', 'a', 's', 'lp']",l c a s lp,0.0,Neutral
Udh download dari lama tapi mau daftar member nya susah banget,2,0.0,0.0,Negative,"['download', 'daftar', 'member', 'susah', 'banget']",download daftar member susah,0.0,Neutral
Mantap dan sangat bermanfaat sekali Belanja jadi lebih hemat,5,0.0,0.0,Positive,"['mantap', 'manfaat', 'belanja', 'hemat']",mantap manfaat hemat,0.0,Neutral
"Harga bersaing, kami dilayani dengan baik.",5,0.0,0.0,Positive,"['harga', 'saing', 'layan']",saing,0.0,Neutral
Topppp,5,0.0,0.0,Positive,['topppp'],,0.0,Neutral
Buat cek promo dan harga barang yg dibutuhkan lebih mudah. Coba ada layanan pesan antarnya.,5,0.0,0.0,Positive,"['cek', 'promo', 'harga', 'barang', 'butuh', 'mudah', 'coba', 'layan', 'pesan', 'antar']",cek butuh mudah coba pesan antar,0.0,Neutral
"Banyak promo.parkir luas n gratis le ih oke lagi klao ada atapnya biar g kepanasan n kehujanan,yg bikin kurang nyaman itu ada security yg mencolok banget kalo ngikutin kita2 yg lagi belanha.berasa kita ini dicurigai sebagai pencuri...",4,0.0,0.0,Positive,"['promo', 'parkir', 'luas', 'n', 'gratis', 'le', 'ih', 'oke', 'klao', 'atap', 'biar', 'g', 'panas', 'n', 'hujan', 'bikin', 'nyaman', 'security', 'colok', 'banget', 'ngikutin', 'belanha', 'asa', 'curiga', 'curi']",parkir luas n gratis le oke klao biar g n hujan bikin nyaman security ngikutin asa curiga curi,0.0,Neutral
lumayan untuk mendapatkan harga promo,5,0.0,0.0,Positive,"['lumayan', 'harga', 'promo']",lumayan,0.0,Neutral
Pelayanannya bagus,4,0.0,0.0,Positive,"['layan', 'bagus']",,0.0,Neutral
Bermanfaat,5,0.0,0.0,Positive,['manfaat'],manfaat,0.0,Neutral
Baik dan lengkap,5,0.0,0.0,Positive,['lengkap'],lengkap,0.0,Neutral
"Harap perbaiki aplikasi y, loading lama. Membantu buat lihat promo buat bandingin dengn JSM OR PA KEK",2,0.0,0.0,Negative,"['harap', 'baik', 'y', 'loading', 'bantu', 'lihat', 'promo', 'bandingin', 'dengn', 'jsm', 'or', 'pa', 'kek']",harap baik y loading bantu lihat jsm or kek,0.0,Neutral
Lemot,2,0.0,0.0,Negative,['lot'],lot,0.0,Neutral
Kenapa sih sebentar2 hrs diperbaharui..,3,0.0,0.0,Neutral,"['sebentar', 'hrs', 'baharu']",sebentar hrs baharu,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
Superindo Supersegar,5,0.0,0.0,Positive,['supersegar'],,0.0,Neutral
bagus . tambah sukses ya .,5,0.0,0.0,Positive,"['bagus', 'sukses']",sukses,0.0,Neutral
Bagus sekali apalagi terus manjakan konsumen dengan diskon dan harga khusus super diskon ...👍😊,4,0.3333333333333333,0.6666666666666666,Positive,"['bagus', 'manja', 'konsumen', 'diskon', 'harga', 'khusus', 'super', 'diskon']",manja konsumen diskon khusus diskon,0.0,Neutral
Oke banyak diskon,5,0.0,0.0,Positive,"['oke', 'diskon']",oke diskon,0.0,Neutral
Banyak promo diskon tapi jauh dari lokasi rumah,5,0.0,0.0,Positive,"['promo', 'diskon', 'lokasi', 'rumah']",diskon lokasi rumah,0.0,Neutral
Bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
oke membantu,5,0.0,0.0,Positive,"['oke', 'bantu']",oke bantu,0.0,Neutral
Superindo is the best.. selalu memenuhi kebutuhan pelanggang yg maksimal' harganya sangat terjangkau' barang barang is ok.. sukses selaku superindo Jaya lah dan makmurlah karyawannya.. aamiin,5,0.75,0.4,Positive,"['is', 'the', 'best', 'penuh', 'butuh', 'langgang', 'maksimal', 'harga', 'jangkau', 'barang', 'barang', 'is', 'ok', 'sukses', 'jaya', 'makmur', 'karyawannya', 'aamiin']",is the best penuh butuh maksimal jangkau is sukses jaya karyawannya aamiin,1.0,Positive
Aplikasi nya oke tapi setelah di upgrade tambah ribet bukanya.,5,0.0,0.0,Positive,"['oke', 'upgrade', 'ribet', 'buka']",oke upgrade ribet,0.0,Neutral
Diupdare malab error,1,0.0,0.0,Negative,"['diupdare', 'malab', 'error']",error,0.0,Neutral
Good for shopping,4,0.7,0.6000000000000001,Positive,"['good', 'for', 'shopping']",good for shopping,0.7,Positive
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
sangat memuaskan,5,0.0,0.0,Positive,['muas'],muas,0.0,Neutral
Tempat luas nyaman,5,0.0,0.0,Positive,"['luas', 'nyaman']",luas nyaman,0.0,Neutral
Informatif nyaman untuk mencari produk,5,0.0,0.0,Positive,"['informatif', 'nyaman', 'cari', 'produk']",informatif nyaman cari produk,0.0,Neutral
Nice,5,0.6,1.0,Positive,['nice'],nice,0.6,Positive
"Layanan bagus ,lengkap dan banyak promo",5,0.0,0.0,Positive,"['layan', 'bagus', 'lengkap', 'promo']",lengkap,0.0,Neutral
Kenapa sih aplikasi ini sering banget minta di perbarui mulu Habis di perbarui 2 minggunya lagi minta pembaruan,2,0.0,0.0,Negative,"['banget', 'baru', 'mulu', 'habis', 'baru', 'minggu', 'baru']",baru mulu habis baru minggu baru,0.0,Neutral
"Bermanfaat, tapi kurang lengkap fiturnya",4,0.0,0.0,Positive,"['manfaat', 'lengkap', 'fiturnya']",manfaat lengkap fiturnya,0.0,Neutral
Sabtu&minggu banyak promo,5,0.0,0.0,Positive,"['sabtu', 'minggu', 'promo']",sabtu minggu,0.0,Neutral
Good shopping,5,0.7,0.6000000000000001,Positive,"['good', 'shopping']",good shopping,0.7,Positive
Semakin kesini aplikasinya semakin menyebalkan. Lebih suka yang awal2 kemarin. Kebanyakan ini ono..,2,0.0,0.0,Negative,"['kesini', 'aplikasi', 'sebal', 'suka', 'kemarin', 'banyak', 'ono']",kesini aplikasi sebal suka kemarin banyak,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
Ok..,4,0.0,0.0,Positive,['ok'],,0.0,Neutral
"kenapa apk nya sering tdk bs dibuka, pdhal email dan pswd nya sdh benar. selalu spt ini",1,0.0,0.0,Negative,"['apk', 'buka', 'pdhal', 'email', 'pswd', 'spt']",apk pdhal email spt,0.0,Neutral
Ok,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
The best,5,1.0,0.3,Positive,"['the', 'best']",the best,1.0,Positive
Oke badai,5,0.0,0.0,Positive,"['oke', 'badai']",oke,0.0,Neutral
Informatif,5,0.0,0.0,Positive,['informatif'],informatif,0.0,Neutral
"Sangat2 memuaskan dalam pelayanan, banyak diskon apalagi member",5,0.0,0.0,Positive,"['muas', 'layan', 'diskon', 'member']",muas diskon member,0.0,Neutral
Salah satu Apk Favorit sih,5,0.0,0.0,Positive,"['salah', 'apk', 'favorit']",salah apk favorit,0.0,Neutral
"Informasi dr Mt Superindo amat sgt membantu dan promo yg di berikan sgt bermanfaat. Smoga Admin nya rajin dan semangat up date info promosi, dan Promo nya jgn mendekati expired ya min.. Tqu",5,0.0,0.0,Positive,"['informasi', 'dr', 'mt', 'sgt', 'bantu', 'promo', 'sgt', 'manfaat', 'smoga', 'admin', 'rajin', 'semangat', 'up', 'date', 'info', 'promosi', 'promo', 'jgn', 'dekat', 'expired', 'min', 'tqu']",informasi dr sgt bantu sgt manfaat smoga admin rajin semangat up date info promosi jgn dekat min tqu,0.0,Neutral
Tempat belanja hemat segar dan praktis,5,0.0,0.0,Positive,"['belanja', 'hemat', 'segar', 'praktis']",hemat segar praktis,0.0,Neutral
Good aplikasi,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
Promo nya super,5,0.3333333333333333,0.6666666666666666,Positive,"['promo', 'super']",,0.0,Neutral
Ok,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
Bagius,5,0.0,0.0,Positive,['bagius'],,0.0,Neutral
Kalau lagi promo... murahnya kebangetan 😘,5,0.0,0.0,Positive,"['promo', 'murah', 'banget']",murah,0.0,Neutral
Good,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
Top,5,0.5,0.5,Positive,['top'],top,0.5,Positive
Sangat membantu...,5,0.0,0.0,Positive,['bantu'],bantu,0.0,Neutral
jelas,5,0.0,0.0,Positive,[],,0.0,Neutral
Belanja nyaman promonya oke,5,0.0,0.0,Positive,"['belanja', 'nyaman', 'promonya', 'oke']",nyaman promonya oke,0.0,Neutral
Satu aplikasi dengan berbagai banyak mAnfaat di dalamnya,5,0.0,0.0,Positive,"['manfaat', 'dalam']",manfaat dalam,0.0,Neutral
Oke,5,0.0,0.0,Positive,['oke'],oke,0.0,Neutral
Sangat menarik,5,0.0,0.0,Positive,['tarik'],tarik,0.0,Neutral
Kenapa tiap bulan nya harus diupgrade ya ... setelah diupgrade malah tambah lelet,3,0.0,0.0,Neutral,"['diupgrade', 'diupgrade', 'lelet']",diupgrade diupgrade lelet,0.0,Neutral
Banyak barang yg tidak tersedia di aplikasi padahal di tokonya ada,3,0.0,0.0,Neutral,"['barang', 'sedia', 'toko']",sedia toko,0.0,Neutral
"Setelah di upgrade aplikasi makin ribet, notif yg tidak bisa dihapus/tandai sudah dibaca. Katalog yg tidak bisa di zoom. . Saran : Mungkin akan lebih bagus ada fitur seperti aplikasi e-mart sebelah yg mana ada mesin pecarian produk yg bisa di add ke cart",4,0.0,0.0,Positive,"['upgrade', 'ribet', 'notif', 'hapus', 'tanda', 'baca', 'katalog', 'zoom', 'saran', 'bagus', 'fitur', 'e', 'mart', 'belah', 'mesin', 'cari', 'produk', 'add', 'cart']",upgrade ribet notif hapus tanda baca katalog zoom saran fitur e mart belah mesin cari produk add cart,0.0,Neutral
"Keren bila ada promo ,kita ambil barang yg bkn promo di info ulang ,bahwa barang nya kita bkn yg promo,keren deh",5,0.0,0.0,Positive,"['keren', 'promo', 'ambil', 'barang', 'bkn', 'promo', 'info', 'ulang', 'barang', 'bkn', 'promo', 'keren']",keren ambil bkn info ulang bkn keren,0.0,Neutral
Semoga super indo sukses selalu,5,0.3333333333333333,0.6666666666666666,Positive,"['moga', 'super', 'indo', 'sukses']",moga indo sukses,0.0,Neutral
"Disuruh perbarui hampir 1 minggu sekali, tapi untuk promonya si dr dulu berguna banget. Kalo aplikasi nya belum sempurna ya di sempurnakan di trial and error baru di promosikan aplikasi barunya (yg itu sedikit teratasi). Coba liat aplikasi al****ift itu sangat lengkap bisa cek harga sendiri melaui HP, bisa cari barang sendiri, dll coba apk ini di gituin",3,0.0,0.0,Neutral,"['suruh', 'baru', 'minggu', 'promonya', 'si', 'dr', 'guna', 'banget', 'sempurna', 'sempurna', 'trial', 'and', 'error', 'promosi', 'baru', 'atas', 'coba', 'liat', 'al', 'ift', 'lengkap', 'cek', 'harga', 'melaui', 'hp', 'cari', 'barang', 'dll', 'coba', 'apk', 'gituin']",suruh baru minggu promonya si dr guna sempurna sempurna and error promosi baru atas coba liat lengkap cek hp cari dll coba apk,0.0,Neutral
